-2.687476947903633118e-02 -4.748784378170967102e-02 -1.729960560798645020e+00 -2.065389871597290039e+00 2.001168966293334961e+00 1.128394342958927155e-02 -4.549156665802001953e+00 -6.015944853425025940e-02 -3.812481164932250977e+00 2.398440055549144745e-02 5.802067369222640991e-02 -2.232624217867851257e-02 2.706893719732761383e-02 -4.671045020222663879e-02 -1.392633095383644104e-02 3.727207705378532410e-02
-4.099715501070022583e-03 -1.369318924844264984e-02 2.346177212893962860e-02 -8.742495775222778320e-01 -1.629935145378112793e+00 1.077868882566690445e-02 8.881009370088577271e-02 -4.664919897913932800e-02 -9.922533035278320312e-01 -4.828536137938499451e-02 2.855002582073211670e-01 -3.599119931459426880e-02 -1.441808696836233139e-02 -7.264664769172668457e-02 7.265279069542884827e-03 -7.554005086421966553e-02
-3.196264803409576416e-02 -5.237658321857452393e-02 -4.099315404891967773e-02 3.633836284279823303e-02 -8.927906751632690430e-01 -2.332162670791149139e-02 9.153722226619720459e-02 -5.464940890669822693e-02 -5.080791711807250977e-01 -3.073011338710784912e-02 -2.238369137048721313e-01 -7.909454405307769775e-02 7.740536704659461975e-03 -2.973885647952556610e-02 -1.834817416965961456e-02 -4.336954653263092041e-02
-7.998652756214141846e-02 1.042074244469404221e-02 -5.823747441172599792e-02 -1.235938429832458496e+00 6.935735940933227539e-01 -4.063180834054946899e-02 -1.499694027006626129e-02 -7.127251010388135910e-03 4.544869661331176758e-01 1.961685158312320709e-02 2.086667567491531372e-01 -5.007342249155044556e-02 -2.066152868792414665e-03 -1.111310347914695740e-02 1.499333698302507401e-02 -2.740944363176822662e-02
-4.815785586833953857e-02 2.172894310206174850e-03 -1.568832993507385254e-02 -7.425517588853836060e-02 -1.050808072090148926e+00 -4.841002076864242554e-02 7.073392719030380249e-02 -1.833137823268771172e-03 -1.965800672769546509e-01 6.610086187720298767e-03 -7.501441985368728638e-02 -1.201480627059936523e-02 -5.903256312012672424e-02 7.076724432408809662e-03 -3.677223995327949524e-02 1.498183049261569977e-02
2.696183696389198303e-02 -5.398542433977127075e-02 -1.870643794536590576e-01 -3.275662064552307129e-01 4.153692126274108887e-01 -1.052471529692411423e-02 1.539495587348937988e-01 -3.574109822511672974e-02 4.423921927809715271e-02 -5.619942024350166321e-02 3.832819461822509766e-01 -8.046629279851913452e-02 3.336688969284296036e-03 -1.507061533629894257e-02 1.430354546755552292e-02 -4.125501215457916260e-02
-6.290056556463241577e-02 -3.021494671702384949e-02 3.582639098167419434e-01 2.266965866088867188e+00 1.154763996601104736e-01 5.382129922509193420e-03 4.517176374793052673e-02 -3.056801110506057739e-02 3.143081367015838623e-01 1.592443883419036865e-02 2.479265779256820679e-01 -1.194567382335662842e-01 -4.079394042491912842e-02 -4.440389201045036316e-02 -5.585705488920211792e-02 -2.653330937027931213e-02
-1.641598157584667206e-02 -2.223260328173637390e-02 1.681744903326034546e-01 -3.872909843921661377e-01 -3.053881525993347168e-01 9.843306615948677063e-03 8.766025304794311523e-02 1.251178048551082611e-02 8.453621864318847656e-01 2.056013420224189758e-02 -1.905843168497085571e-01 5.108736827969551086e-02 -5.421999376267194748e-03 -1.607505604624748230e-02 -3.496256098151206970e-02 -4.006797820329666138e-02
-9.209038689732551575e-04 -7.617157697677612305e-02 -1.041795406490564346e-02 8.081532120704650879e-01 5.768308639526367188e-01 -4.366292431950569153e-02 1.482745707035064697e-01 -1.912085339426994324e-02 -1.064395070075988770e+00 -2.145921066403388977e-02 2.455910108983516693e-02 -4.397364333271980286e-02 -2.878033742308616638e-02 -9.120661765336990356e-03 -2.139219455420970917e-02 -2.121308259665966034e-02
-2.191756479442119598e-02 -3.828138858079910278e-02 -1.301659941673278809e-01 -6.747777014970779419e-02 -7.768226265907287598e-01 -4.335106536746025085e-02 2.847802825272083282e-02 -2.553626708686351776e-02 -1.560709834098815918e+00 -6.520272791385650635e-02 -4.644202068448066711e-02 -6.866464018821716309e-02 -7.005912065505981445e-02 -5.172703415155410767e-02 -6.731525994837284088e-03 -1.158248037099838257e-01
